X,Y,Target
-25.616636,20.684055,1
-9.024796,-15.440511,0
47.997013,-7.251878,1
-20.41379,15.976805,0
-19.738087,-31.907528,0
-11.178989,-13.124982,1
-23.28347,-34.840755,0
-0.32267043,10.508996,1
-9.507864,36.37385,1
-23.65094,-31.9988,0
-11.688597,29.227999,1
12.673414,2.671153,1
1.6630453,-11.730744,1
-19.808064,-23.864393,1
-7.9675,-41.31935,1
-7.3026285,-23.279882,1
-10.570194,-23.785501,0
2.5874474,10.6303005,0
-11.674611,28.77254,0
-7.255052,23.799034,0
-7.057931,-12.204596,0
5.533483,-20.220358,0
44.378273,-7.439377,0
2.5885394,9.564623,0
-9.700632,-15.277424,0
40.288383,-24.603636,0
-4.6870623,5.2414427,1
1.4065006,11.826424,0
23.10051,36.00154,1
-4.910433,-44.556335,1
-9.293658,-15.196465,0
-5.8942447,19.437393,0
-20.047523,-31.396679,0
-11.681032,-27.073963,1
-8.513939,7.5930805,0
5.420782,-15.832389,0
-17.839058,-7.9349155,0
-18.511818,-12.007598,0
-32.177345,11.970702,1
-15.227931,13.338797,0
16.641317,8.53685,1
-9.309769,18.897497,0
-17.371761,-9.622436,0
-17.270185,-11.339296,1
-7.9132123,27.735826,1
-9.1636305,21.185099,0
-9.167706,21.174288,0
-25.407862,14.5831785,1
5.301367,-24.187414,0
-19.129045,-31.664646,0
-19.691183,-16.582842,1
-8.140182,-26.912455,1
-10.810658,11.593659,1
-18.26906,-11.851721,1
48.570312,-8.425961,1
6.262762,-20.232521,0
-9.48294,7.260831,1
-3.8824937,17.06921,0
-21.138525,-24.03932,1
-7.309776,-45.524117,0
-20.023462,-22.923046,1
48.37183,-6.1323276,1
-23.476583,-15.341746,0
-5.7125525,14.271385,0
-27.136742,25.391827,0
-15.287657,13.093864,1
-23.876806,-35.33382,1
-7.077851,40.85708,1
-8.386486,-26.855476,0
56.01699,26.645782,1
-7.964554,41.71451,0
-9.669381,8.021493,1
-10.292897,-12.046004,1
-24.081041,14.663605,0
22.401327,36.88443,1
-5.6416507,30.453863,1
20.106287,-0.99865526,0
21.122292,3.9116943,1
-5.933693,30.23628,1
-0.50148433,-16.688015,0
-5.107136,30.998188,0
-4.765719,10.449609,0
-6.2474966,22.173994,1
-4.688435,32.101467,1
-17.632553,-11.657729,0
36.981014,-11.620376,1
-23.694637,-15.534832,0
36.96505,-12.016342,1
42.7293,-10.96917,1
37.07062,-11.991787,1
4.470075,22.595144,1
6.1277304,-18.141043,1
39.066715,-21.924343,1
-9.134412,28.58418,1
-24.645056,18.665588,0
-0.1460696,9.753995,1
-4.2459803,-45.84545,1
-19.770706,-23.067144,0
-22.738216,-35.68515,1
-17.062094,-11.444551,0
-20.736916,-33.441708,1
-12.208084,31.32019,0
-16.771568,-11.701312,0
-7.790949,-45.274685,1
-16.06472,13.432388,1
-5.6946535,-45.60572,0
-6.8880973,31.782711,1
40.42277,-22.527454,1
56.01699,26.645782,1
35.302002,-23.307709,1
-2.9229856,14.608926,0
-0.6237201,-16.86155,1
-8.829536,37.130745,1
-6.513568,-11.299225,1
-31.148443,11.51117,0
-8.507183,34.42643,1
-11.263584,28.594803,0
-21.048063,-33.522564,1
19.324318,2.679151,0
-28.787853,13.189443,1
48.668156,-7.6100554,1
-17.584654,-31.092173,0
29.457163,2.8477163,1
25.883204,1.7770605,0
-10.5758915,30.552874,1
5.9606924,23.813097,0
6.805955,-12.9724455,0
15.690475,7.626401,1
19.245382,3.0370214,1
-3.4440517,16.190954,1
1.7999656,18.53166,0
29.39183,2.1738281,0
24.848032,2.8041146,1
-24.673738,-13.479819,1
-19.877308,-12.71255,1
16.594257,4.3923736,1
24.922754,2.3562043,1
25.52655,2.0112708,0
14.0069065,7.087517,1
-2.0335655,-18.325788,0
-10.858032,-14.218177,0
-19.997568,-10.133542,1
-17.458452,-12.491175,1
-9.289711,29.82207,1
21.868704,1.0820671,1
15.117915,1.9785105,1
-21.2219,15.543795,1
2.6999037,-19.092247,1
-6.2128987,21.588053,0
-21.517254,-34.306362,1
-18.462107,-12.921622,1
-3.0518851,15.136364,1
-27.560722,22.444706,1
-8.139302,40.66169,0
56.01699,26.645782,0
2.6917489,-19.112722,1
29.457163,2.8477163,1
22.491362,4.8083415,1
56.01699,26.645782,1
-9.777088,15.533341,1
-8.773267,-13.337605,1
-9.607907,8.507777,1
35.329636,-22.66311,1
-21.558249,-32.59319,1
20.33077,-1.1548101,0
-8.150214,30.005987,1
-4.53558,32.38172,1
34.20481,-10.273999,1
19.10877,4.695074,0
-5.9229584,19.562841,0
5.396748,-11.425507,0
-7.910453,-41.969833,1
-21.701157,-12.145716,1
47.094025,-8.47848,1
-8.788367,34.390705,1
20.32314,-0.9987612,1
42.506718,-6.1248713,1
-7.499283,-12.856993,0
7.136596,-10.582376,1
42.506718,-6.1248713,1
6.8047037,-24.453032,1
-6.1598907,31.907192,0
35.329636,-22.66311,1
-3.6452675,3.813945,0
-2.108565,2.513375,1
16.436697,8.624473,0
56.01699,26.645782,0
-13.859324,13.651874,0
-5.072798,2.7214806,1
-5.3439946,-44.560387,1
22.401327,36.88443,1
2.681784,-19.678299,0
-23.474857,-14.879313,1
-13.35296,-30.768326,0
-19.57723,-16.578173,0
2.7628388,10.948265,0
-14.79433,11.670247,1
22.401327,36.88443,1
-3.655514,2.7549438,1
-1.3902551,-17.809229,1
20.970438,-0.3932084,0
47.36194,-5.866545,1
22.401327,36.88443,1
34.202076,-10.276396,1
15.335931,4.6926374,0
22.43944,3.6232824,0
13.387814,2.2245834,1
-5.4687104,5.9354963,0
-10.432018,-17.61129,1
42.871998,-6.8651495,1
-12.978392,-29.694166,1
48.06462,-8.602525,1
3.7258039,22.547821,1
-28.618044,24.83531,1
42.82067,-6.3468175,1
-10.348801,-17.555405,1
-26.391195,18.83262,1
47.795002,-6.58887,1
-19.692648,-22.288952,1
5.209828,23.140219,1
-9.323965,18.70667,1
42.547356,-11.015472,1
42.547356,-11.015472,1
4.963721,23.460367,1
-30.866144,11.904869,1
-9.06907,36.23006,1
54.683838,25.666168,1
19.685076,3.027734,1
-8.303656,29.566978,1
5.809938,24.085186,1
23.732075,0.35937023,1
-4.8143816,14.094973,0
34.205975,-10.274751,1
19.95966,5.778966,1
6.810456,-16.799175,1
-27.124296,14.607811,1
-16.470058,-33.19692,1
39.51697,-24.836363,1
5.578116,23.077173,0
-5.999853,4.897065,1
18.577925,2.2247214,0
4.733665,-9.679993,0
-26.076565,18.912739,0
-12.139348,30.541422,1
22.545176,0.6546258,1
24.336353,1.3049284,1
5.344977,-6.8102155,1
-4.9526963,-10.541481,1
35.329636,-22.66311,1
-17.336565,-34.984768,1
7.1894007,-15.952003,1
39.19997,-24.336859,1
39.86694,-22.229492,1
-8.944071,-40.531387,1
-18.835276,-12.111055,1
20.224026,7.7428017,1
-13.61677,13.377854,0
6.665923,-12.98707,1
22.558361,32.92595,0
20.178225,2.566011,0
6.002659,-19.131378,0
-21.724838,-24.579527,0
-4.5486493,18.967728,1
-4.007343,9.877236,0
22.534895,4.549223,1
-27.898354,14.471218,0
4.5961027,-10.801908,1
-5.049701,-45.924698,1
-28.590382,25.272562,0
-5.7331476,21.212107,1
24.115623,35.578884,1
-9.36549,35.762184,1
-3.877798,2.8571625,1
-30.215971,12.529895,0
23.287767,1.222554,1
-25.12638,-14.17107,1
-25.232185,-13.9071,0
-25.10895,-13.588421,0
22.401327,36.88443,1
1.5305867,-13.203633,1
47.456734,-7.281869,1
-12.18121,31.185188,1
-8.488051,-45.475933,1
-13.2648735,13.466203,1
-21.87291,-14.122606,1
-14.455693,11.824025,0
-13.451074,13.053815,1
-13.168362,-27.353289,1
-19.84987,-23.608755,1
-12.678855,-26.99031,1
-14.807171,11.692668,0
-16.973938,-6.987485,0
-16.347198,-30.681877,0
16.212023,1.8118508,0
-12.858091,-9.657801,0
2.418805,11.336642,0
-18.865778,12.922503,0
5.6592865,23.549105,0
13.753428,6.7310753,1
-27.05937,22.413225,0
17.636993,4.118503,1
-26.067568,22.650764,1
1.2188218,18.143261,0
-22.880537,-34.7471,0
20.876823,3.6564043,0
39.222385,-22.03291,1
29.457163,2.8477163,0
39.609646,-24.25655,1
-19.840065,-11.578751,1
19.55779,2.4053252,0
-10.461985,-13.531205,0
-8.041311,14.48704,1
-32.4759,11.498229,1
5.390327,-6.731948,1
-6.3303356,23.85139,1
-3.7207859,10.072992,0
-5.9842153,20.52383,1
-0.56323785,1.5968311,1
-26.892397,19.700045,1
-12.572833,-27.413776,0
-26.753399,23.824656,0
15.224929,5.9303713,1
-18.85128,12.608123,1
47.118244,-7.300646,0
-9.289765,29.822315,1
18.014065,5.845448,1
-11.880578,32.61232,0
-6.4049273,-11.195156,0
40.00956,-25.189018,0
-8.5109,40.981567,0
-29.449793,11.724253,0
4.5393815,22.2086,1
6.7103376,-8.8810625,1
13.537952,7.2637978,1
-10.267343,19.639252,0
-23.682016,-35.620544,1
-0.1277719,9.838891,0
-20.76316,-34.090847,0
24.115623,35.578884,1
41.06409,-20.930996,0
-24.246857,-15.209899,1
-7.4016447,41.180504,1
-31.105703,11.800383,1
-28.373245,24.452347,0
-10.79068,11.607578,1
-19.421375,-10.40344,0
-18.997944,-13.249937,0
-23.721655,-13.78852,0
47.664165,-8.049923,1
